id,context,question,answer0,answer1,answer2,answer3,label
35U0MRQMUJ57DNW0OC1MT1ULAZMOVL##3VBEN272MLX6F2WSW1PB2PX0XRGSGC##A2JY56TZCEPK3J##Blog_1544044##q1_a1##3KL228NDMX0KZOKXLNM7EHYAWOSGK2,"The Tuesday night aerobics classes at another facility have apparently fallen through . I had it on my planner that the first class was last Tuesday , but I never heard back from either my boss or the woman who tried to subvert me and get me to teach for free , so I blithely erased it and skipped along with my life . Tuesday nights Keatsfan is gone until about 10p , teaching a late class , so I get a ton done precisely because I do n't have to teach . Last night we watched all but the final ep of State of Play .",What may happen after finding out that the aerobics class has fallen through ?,It wo n't be offered any longer .,It has been rescheduled for later in the week .,I do n't have to worry about going to it now .,The class time has been changed .,2
3DQYSJDTYNPSZANDEBB848L1GX9XE7##3I0BTBYZA00LV9WN124XRHMUGMO0Y8##AOBTFLJU2BEPR##Blog_156152##q2_a1##3YKP7CX6G4T0DS52M75K912SBGT7BG,"DENTIST : We ca n't take it out while it 's infected . ME : Actually , while it 's infected is exactly the time you should be taking it out ! If it was n't infected , I 'd be willing to keep it !",What needs to happen before the tooth can come out ?,The narrator needs to get a root canal .,The tooth needs to grow in .,The narrator needs to get braces .,The narrator needs to take antibiotics .,3
3W3RSPVVGSPZUN436UBP5YO81T4LUK##340UGXU9DZZ5CCERA1JXHRIY63FVUB##A1VR49TB3Q4BV8##Blog_888705##q1_a1##32XN26MTX1XY8QRUSL958PO9ECM0LA,"Thus making pranks and Lucy 's life miserable all the more easy . What 's worse , people like bums , and creepy fellows at the 7 - 11 seem to find her as interesting as she finds them disturbing . * Strangeness - Reversed mirror .",What would she do if one of the fellows from 7 - 11 walk up to her ?,She would reel back in disgust .,She would shake their hands .,She would kiss them .,None of the above choices .,0
3CIS7GGG65HLOHUBP8OLS3YOSMMEUP##3KB8R4ZV1F57YGFQLF3GC0N0TJYGBZ##A1P0XSCJ9XAV74##Blog_223434##q1_a1##3D1TUISJWKECYBV45PQC5GKODOLIUO,"I had a quick ( maybe 5 minutes total ) appointment with the doctor today so he could check out my stitches and see if there is indeed anything wrong down there . To my relief , he said that everything was looking good and I ' m well on the road to recovery . The amazing thing is that starting from yesterday afternoon , I have been feeling a lot better .",What may happen to me if I did not go to the doctor ?,I would continue to be nervous .,I would keep bleeding open .,I would have more confidence .,None of the above choices .,0
3CIS7GGG65HLOHUBP8OLS3YOSMMEUP##3KB8R4ZV1F57YGFQLF3GC0N0TJYGBZ##A1P0XSCJ9XAV74##Blog_223434##q1_a2##31JUPBOORPIGQFWXNPMK14URX1NL8P,"I had a quick ( maybe 5 minutes total ) appointment with the doctor today so he could check out my stitches and see if there is indeed anything wrong down there . To my relief , he said that everything was looking good and I ' m well on the road to recovery . The amazing thing is that starting from yesterday afternoon , I have been feeling a lot better .",What may happen to me if I did not go to the doctor ?,I would have more confidence .,I would keep bleeding open .,None of the above choices .,I would be worried a lot about my stitches .,3
3ZZAYRN1I857UKRI3FD7KHU86U6OTD##33CID571078XC2OL1AXQZ7I59MIL3F##A3SDFAOJW87FGP##Blog_1450475##q1_a1##3VMHWJRYHXUK5ON99MVEMQ60RTRXFF,I was playing around the other night and wanted to experiment with Chicken especially since we have been on a fish kick lately . The result of kitchen play time turned out really good and full of flavor . I pulled out some boneless skinless chicken breasts and pounded them pretty flat . Seasoned both sides with some salt and pepper from that point I sat and thought for a few minutes OK ... hmmm ... .,What may have happened before I started cooking ?,I purchased some fish,I went to play outside,I purchased some chicken breasts,I read a recipe I wanted to try,2
34R0BODSP1X4324WO7GDKR68TDGE5A##3OSWBBLG1FVBZZ80OLUQVCBV02UXDK##A35BKXOE6C5ITG##Blog_969920##q1_a1##34F34TZU7YDZ9A684N16BY4W7KK2JB,"It 's not on the floor of the closet . It 's not in my leather jacket , my pocketbook or the bag I ' ve been using to schlep books and stuff back and forth to the hospital . I am now officially freaking out , but I also refuse to believe I lost it again , because I know I had it with me most of yesterday . I refuse to deal with canceling the ATM etc .",what will he do after refusing to cancel the ATM ?,he will try to find his ATM card,he will cancel his ATM,None of the above choices .,he will sue the ATM machine owners,0
3VDI8GSXAH704NIWCYP4OCPK24G8GS##3VW04L3ZLWL4SUCOZI72HH2WONJXXY##A1GV0UZU0T2ORS##Blog_240445##q2_a1##37J05LC5AZXMCK4O1CLN7HV15W5JD6,"So i called and asked him where the nearest police station was just in case i had to like , park in the parking lot and lean on the horn . We get to the end of Washington Ave , and I hit another light . this time , he pulls up to my left .","If the situation continues , what is the narrator most likely to do next ?",Get off of Washington Ave .,None of the above choices .,Go home .,Go to the authorities .,3
3VDI8GSXAH704NIWCYP4OCPK24G8GS##3VW04L3ZLWL4SUCOZI72HH2WONJXXY##A1GV0UZU0T2ORS##Blog_240445##q2_a2##37NXA7GVSVKE1RSAVIXUTIE09SELV9,"So i called and asked him where the nearest police station was just in case i had to like , park in the parking lot and lean on the horn . We get to the end of Washington Ave , and I hit another light . this time , he pulls up to my left .","If the situation continues , what is the narrator most likely to do next ?",Go home .,Go to the police .,None of the above choices .,Get off of Washington Ave .,1
3TKXBROM5VO3KVKATQMYYEBDWF4IJN##3HL8HNGX48GXRC35W8V2V7G7CXDF9M##A3PPLDHC3CG0YN##Blog_1083832##q1_a1##30UZJB2POJQGNTN6JLBHTYQJV3735V,"I was bored , so I thought I 'd take apart a guitar humbucker I had lying around , and test its magnetic polarity . To do this , I took a fridge magnet , and test which end would repel it . Turned out , there was no end of the pickup magnet that repelled the fridge one . I tried everywhere on all six sides , and I did n't even notice any difference in the degree of attraction .",What may happen after they noticed the magnet would not repel ?,They did experiments to try and figure out why .,They called and asked a friend for advice .,They out the magnets down and did something else .,None of the above choices .,0
3NBFJK3IOJW3PF5CJFE0LYFJGY0GOU##3BV8HQ2ZZZGFD2KZNL6YXWEEPRHA64##AS5X6GRDJKWG3##Blog_381043##q1_a2##3J6BHNX0UB6Q9G1J8RZ24177XAFNK2,"Or , I might start a Wet Look trend . At noon I took time off for lunch and decided to drive home to check on Kink and Sandy and maybe , just maybe , the power would be on . Turns out I was right . As I drove through the neighborhood the first thing I noticed was that the traffic lights were working . No more temporary Stop Signs in the middle of the intersections . The second thing I noticed were porch lights .",What may have happened before they checked the power ?,None of the above choices .,The power had ran out in their house .,The power had flickered on and off .,The power had went out in the area .,3
3NBFJK3IOJW3PF5CJFE0LYFJGY0GOU##3BV8HQ2ZZZGFD2KZNL6YXWEEPRHA64##AS5X6GRDJKWG3##Blog_381043##q1_a1##3Q9SPIIRWL0AKX1BO1D066H2LAPAW1,"Or , I might start a Wet Look trend . At noon I took time off for lunch and decided to drive home to check on Kink and Sandy and maybe , just maybe , the power would be on . Turns out I was right . As I drove through the neighborhood the first thing I noticed was that the traffic lights were working . No more temporary Stop Signs in the middle of the intersections . The second thing I noticed were porch lights .",What may have happened before they checked the power ?,They had to pay their power bill for the house .,None of the above choices .,The power had ran out in their house .,The power had flickered on and off .,1
3TD33TP5DNGIWU30TAH4JS4HBTMBA5##3QL2OFSM99XBD2NP6GO652QOJBTCN1##A38DXFI1TZA295##Blog_1474290##q1_a1##3D06DR5227XEFL7XKZ7DX8FBN6JMAQ,"Went to disneyland with Kate which was really magical ! A real dream come true ! I met Pluto , Mickey , Remy , Friar Tuck and OH YES I danced on a stage with Pinnochio ! ! ! Also took my mother to Venice for her 50th and it was beautiful we really enjoyed the food and went on a gondola ride ! !",What happened before their fun outing ?,They took a road trip to Philly .,They vacationed in Mexico .,They traveled to Los Angeles .,The took a trip to Florida .,2
3X2LT8FDHYWW198WR3TMAFB7VAD8WV##3TR2532VIS9QEVN3HRJBQVHXEI3J6S##A3UQ88DE7J0HKL##Blog_298022##q2_a1##36FQTHX3Z55IC94FKV2UWKQB5XXB34,"It was awful to think that there had been 4 planes hijacked that day , and how it could get much , much worse . Later that night when I got home , I was glued to the TV .... watching in horror as the Twin Towers came down and all the rescue workers and other people who were trapped in the buildings as they fell . It all seemed so surreal . So , so sad . At that time they thought there may have been 50,000 people in the building , and so many people were missing .",What happened after this event because of it ?,The world was scared of a nuclear war between the US and Russia,People lost their jobs in the recession,Airport security increased,The stock market crashed and took years to recover,2
3X2LT8FDHYWW198WR3TMAFB7VAD8WV##3TR2532VIS9QEVN3HRJBQVHXEI3J6S##A3UQ88DE7J0HKL##Blog_298022##q2_a1##3TCFMTM8HG2SETQ4EYV07Y8AD76120,"It was awful to think that there had been 4 planes hijacked that day , and how it could get much , much worse . Later that night when I got home , I was glued to the TV .... watching in horror as the Twin Towers came down and all the rescue workers and other people who were trapped in the buildings as they fell . It all seemed so surreal . So , so sad . At that time they thought there may have been 50,000 people in the building , and so many people were missing .",What happened after this event because of it ?,The stock market crashed and took years to recover,The world was scared of a nuclear war between the US and Russia,The US went to war in Iraq,People lost their jobs in the recession,2
3M7OI89LVYMLP8KWXZKNM9K535U6CM##3VD82FOHKRME0YOUNYCJST2KZ54COV##ARB80JPV0HQ5O##Blog_71262##q1_a1##3FI30CQHVKH2F3SQJZOSBPENMNAB67,"The valley is really nice . Huge river running through the middle , called the Mosel river , and quaint little towns on either side , which are really easy to get to as there is a bridge every 2 or 3k 's . We had a great afternoon to make up for a pity poor transit day yesterday . Stopped off at the local food market for essentials including good old German sausages .",What made their afternoon so great ?,They were stuck outside with nowhere fun to go .,None of the above choices .,They got stuck in the mud and their clothes were ruined .,Their store bought food ended up being very stale .,1
32W3UF2EZQZM4AFPY938H9O02QSC4F##37WLF8U1WS5LPFTLZCJNRAHAV9EK69##A2JJ3531QBNT5K##Blog_1159325##q1_a1##3UDTAB6HH8D37OQL3O6F3GXFF2L090,I was n't getting paid nearly enough for the job I was doing and they failed on delivering on all their promises . I was supposed to have a company car and a new compensation package back in April . Nothing to this point .,What might I do if the company does n't deliver on their promises by May ?,I will begin looking for a new employer .,None of the above choices .,I will begin working overtime with my current employer .,I will write a positive review for my employer online .,0
32W3UF2EZQZM4AFPY938H9O02QSC4F##37WLF8U1WS5LPFTLZCJNRAHAV9EK69##A2JJ3531QBNT5K##Blog_1159325##q1_a2##351S7I5UGBAVYWV1Q6ZQ3M7VJ07NJS,I was n't getting paid nearly enough for the job I was doing and they failed on delivering on all their promises . I was supposed to have a company car and a new compensation package back in April . Nothing to this point .,What might I do if the company does n't deliver on their promises by May ?,None of the above choices .,I will write a positive review for my employer online .,I will apply for a new job somewhere else .,I will begin working overtime with my current employer .,2
32W3UF2EZQZM4AFPY938H9O02QSC4F##37WLF8U1WS5LPFTLZCJNRAHAV9EK69##A2JJ3531QBNT5K##Blog_1159325##q2_a1##3G4VVJO6P1UQC1DWO6CU8QC3Y48KPK,I was n't getting paid nearly enough for the job I was doing and they failed on delivering on all their promises . I was supposed to have a company car and a new compensation package back in April . Nothing to this point .,What might I do if the company delivers on their promises and gives me a raise ?,I will apply for a job at another company .,I will tell my boss off and get fired .,I will begin looking for a new employer .,None of the above choices .,3
32W3UF2EZQZM4AFPY938H9O02QSC4F##37WLF8U1WS5LPFTLZCJNRAHAV9EK69##A2JJ3531QBNT5K##Blog_1159325##q2_a2##3MIVREZQVJCBCDEBOJRJ8V2D30UKQB,I was n't getting paid nearly enough for the job I was doing and they failed on delivering on all their promises . I was supposed to have a company car and a new compensation package back in April . Nothing to this point .,What might I do if the company delivers on their promises and gives me a raise ?,None of the above choices .,I will begin looking for a new employer .,I will apply for a job at another company .,I will tell my boss off and get fired .,0
